FULL ADDRESS,FIRST SALE,FIRST PRICE,LAST SALE,LAST PRICE,PRICE CHANGE,PERIOD,DAILY PRICE CHANGE
"170 EAST END AVENUE, 7J/K",2008-10-06,5860028,2010-07-23,6100000,239972,655,366.36946564885494
"1 MORTON SQUARE, 2G W",2004-10-14,1476462,2014-09-05,2800000,1323538,3613,366.32659839468585
"209 WEST 104TH STREET, 1E",2011-05-26,330000,2012-11-06,524000,194000,530,366.0377358490566
"109 GREENE STREET, 5B",2005-09-14,2525000,2017-05-18,4085000,1560000,4264,365.8536585365854
"1641 3 AVENUE, 31E",2003-02-20,155447,2003-09-12,230000,74553,204,365.45588235294116
"502 PARK AVENUE, 16H",2004-09-03,1830304,2015-09-08,3300000,1469696,4022,365.41422178020883
"305 WEST 18TH STREET, 5H",2013-11-06,500000,2015-07-15,725000,225000,616,365.2597402597403
"333 RECTOR PLACE, PH6S",2013-04-16,2550000,2018-07-17,3250000,700000,1918,364.963503649635
"354 BOWERY, 2",2004-01-30,181700,2017-11-15,2020000,1838300,5038,364.8868598650258
"62 RIVINGTON STREET, 3A",2006-01-05,856348,2008-08-04,1200000,343652,942,364.81104033970274
"15 WEST 20TH STREET, 4B",2007-06-27,2469256,2015-01-13,3475000,1005744,2757,364.79651795429817
"69 WEST 106 STREET, 1A",2005-07-21,540000,2006-06-15,660000,120000,329,364.741641337386
"10 WEST END AVENUE, 27D",2009-05-27,1350000,2015-10-14,2200000,850000,2331,364.6503646503646
"240 RIVERSIDE BOULEVARD, 26 B",2006-01-13,3238313,2011-10-04,4000000,761687,2090,364.4435406698565
"210 LAFAYETTE STREET, 6F",2006-06-28,939000,2008-01-28,1150000,211000,579,364.4214162348877
"250 EAST 54 STREET, 34C",2003-03-31,570000,2004-11-10,785000,215000,590,364.40677966101697
"15 BROAD STREET, 3520",2006-12-01,2341975,2015-08-14,3500000,1158025,3178,364.38797986154816
"250 EAST 49TH   STREET, 18A",2011-02-10,778961,2013-07-24,1105000,326039,895,364.28938547486035
"200 CHAMBERS STREET, 23E",2007-06-04,1848123,2008-11-12,2040000,191877,527,364.0929791271347
"250 EAST 65TH STREET, 11H",2013-02-11,818000,2015-08-12,1150000,332000,912,364.03508771929825
"630 1 AVENUE, 31D",2004-09-29,870000,2006-07-26,1112000,242000,665,363.90977443609023
"225 5 AVENUE, 9H",2006-12-27,1135987,2008-03-19,1299000,163013,448,363.86830357142856
"93 WORTH STREET, 1006",2014-01-17,3512962,2018-02-01,4050000,537038,1476,363.8468834688347
"30 LITTLE WEST STREET, 20B",2013-05-30,1485000,2017-05-12,2010000,525000,1443,363.8253638253638
"1623 3 AVENUE, 42C",2003-02-20,314443,2004-07-14,499900,185457,510,363.6411764705882
"111 FULTON STREET, 614",2010-04-07,1200000,2013-06-20,1625000,425000,1170,363.2478632478632
"845 UNITED NATIONS PLAZA, 59A",2004-05-14,2189238,2013-07-03,3400000,1210762,3337,362.82948756367995
"109 WEST 117 STREET, 109A",2006-08-04,417160,2009-12-07,860000,442840,1221,362.6863226863227
"250 EAST 40 STREET, 32F",2003-10-28,540000,2005-10-14,800000,260000,717,362.6220362622036
"817 WEST END AVENUE, 5C",2007-10-29,807658,2013-06-07,1550000,742342,2048,362.4716796875
"260 WEST BROADWAY, 8C",2003-05-06,1300000,2017-02-16,3125000,1825000,5035,362.4627606752731
"225 LAFAYETTE STREET, 9A",2005-04-11,1359363,2016-11-30,2900000,1540637,4251,362.41754881204423
"205 EAST 85TH   STREET, PH1B",2010-08-09,4516246,2017-04-14,5400000,883754,2440,362.19426229508196
"2 COLUMBUS AVENUE, 6B",2012-01-17,1310000,2014-12-29,1700000,390000,1077,362.116991643454
"2250 BROADWAY, 15B",2005-04-22,2225000,2018-07-16,3975000,1750000,4833,362.0939375129319
"350 WEST 50 STREET, 7I",2003-08-26,375180,2005-09-23,650000,274820,759,362.0816864295125
"240 WEST 98TH STREET, 3K",2015-02-12,1642028,2018-07-31,2100000,457972,1265,362.03320158102764
"320 ALBANY STREET, 7D",2004-11-05,925000,2006-06-22,1140000,215000,594,361.95286195286195
"145 EAST 48TH STREET, 29G",2006-01-19,570000,2007-07-12,765000,195000,539,361.7810760667904
"350 WEST 42ND   STREET, 31C",2006-12-28,1395000,2010-07-06,1860000,465000,1286,361.5863141524106
"350 WEST 42 STREET, 43C",2006-09-19,1084436,2008-09-17,1348000,263564,729,361.54183813443075
"2628 BROADWAY, 10A",2007-12-03,2291062,2014-06-06,3150000,858938,2377,361.3538073201515
"38 LAIGHT STREET, PH-A",2005-12-02,3050000,2016-11-28,4500000,1450000,4014,361.23567513702045
"38 DELANCEY STREET, 9D",2010-11-05,1109892,2016-06-15,1850000,740108,2049,361.20448999511956
"200 RIVERSIDE BOULEVARD, 3M",2012-12-18,1380000,2016-05-03,1825000,445000,1232,361.2012987012987
"408 GREENWICH STREET, RES 8",2008-04-17,7850000,2012-06-18,8400000,550000,1523,361.12934996717007
"210 LAFAYETTE STREET, 3B",2012-05-31,1240000,2014-12-01,1570000,330000,914,361.05032822757113
"153 EAST 87TH   STREET, 14A",2011-08-08,876331,2015-12-14,1450000,573669,1589,361.02517306482065
"1 MORTON SQUARE, 14A E",2004-12-16,941881,2016-01-07,2400000,1458119,4039,361.0099034414459
"212 WARREN STREET, 4C",2015-12-28,2932560,2017-10-02,3165000,232440,644,360.93167701863354
"225 5 AVENUE, 8S",2007-05-09,1608835,2015-08-20,2700000,1091165,3025,360.71570247933886
"225 LAFAYETTE STREET, 12D",2005-02-17,2173690,2018-06-05,3925000,1751310,4856,360.6486820428336
"195 BOWERY, 6",2006-06-26,1729294,2014-03-27,2750000,1020706,2831,360.54609678558813
"78 RIDGE STREET, 5B",2012-07-10,372138,2014-02-07,580000,207862,577,360.2461005199307
